source_path,skill_name,origin,decision,reason,license
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/bootstrap,bootstrap,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx next-forge; npx shadcn@latest,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/cdn-caching,cdn-caching,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C3 fail: not v0 domain,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/chat-sdk,chat-sdk,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/deployments-cicd,deployments-cicd,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx playwright,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/env-vars,env-vars,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx dotenv; npx drizzle-kit; npx tsx; scripts/migrate.js,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/eve,eve,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx eve; subagent,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/knowledge-update,knowledge-update,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires subagent,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/marketplace,marketplace,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/microfrontends,microfrontends,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/next-cache-components,next-cache-components,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/next-forge,next-forge,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx next-forge; npx next-forge@latest; npx shadcn@latest,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/next-upgrade,next-upgrade,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx @next/codemod@latest,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/nextjs,nextjs,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/react-best-practices,react-best-practices,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/routing-middleware,routing-middleware,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx @next/codemod@latest; npx @vercel/config,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/runtime-cache,runtime-cache,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/shadcn,shadcn,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx shadcn@latest,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/turbopack,turbopack,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/vercel-agent,vercel-agent,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/vercel-cli,vercel-cli,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/vercel-connect,vercel-connect,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/vercel-firewall,vercel-firewall,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/vercel-functions,vercel-functions,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/vercel-sandbox,vercel-sandbox,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx tsx,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/vercel-storage,vercel-storage,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx convex; npx dotenv; npx drizzle-kit; npx prisma; npx tsx,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/verification,verification,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/workflow,workflow,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx @ai-sdk/codemod; npx workflow,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-code-connect,figma-code-connect,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-create-new-file,figma-create-new-file,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-design-to-code,figma-design-to-code,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-generate-design,figma-generate-design,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-generate-diagram,figma-generate-diagram,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-generate-library,figma-generate-library,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,exclude,C2 fail: requires scripts/bindVariablesToCompone; scripts/cleanupOrphans.js; scripts/createComponentWithVar; scripts/createDocumentationPag; scripts/createSemanticTokens.j,
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-implement-motion,figma-implement-motion,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-swiftui,figma-swiftui,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-use,figma-use,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-use-figjam,figma-use-figjam,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-use-motion,figma-use-motion,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a/skills/figma-use-slides,figma-use-slides,plugin:cursor-public/657/30b6fe64af0a4b3efb75e76a99f3c96eece2457a,exclude,C3 fail: not v0 domain,
/home/ubuntu/.cursor/plugins/cache/cursor-public/675/release_v0.2.4/skills/browser-automation,browser-automation,plugin:cursor-public/675/release_v0.2.4,reference-public,"C4: no redistribution license; add by reference if on skills.sh, else drop",unknown
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/check-compiler-errors,check-compiler-errors,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/control-cli,control-cli,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/control-ui,control-ui,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/deslop,deslop,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/fix-ci,fix-ci,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/fix-merge-conflicts,fix-merge-conflicts,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/get-pr-comments,get-pr-comments,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/loop-on-ci,loop-on-ci,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/make-pr-easy-to-review,make-pr-easy-to-review,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/new-branch-and-pr,new-branch-and-pr,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/pr-review-canvas,pr-review-canvas,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/review-and-ship,review-and-ship,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/run-smoke-tests,run-smoke-tests,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/thermo-nuclear-code-quality-review,thermo-nuclear-code-quality-review,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/verify-this,verify-this,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/weekly-review,weekly-review,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/what-did-i-get-done,what-did-i-get-done,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/workflow-from-chats,workflow-from-chats,plugin:cursor-public/677/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/check-compiler-errors,check-compiler-errors,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/control-cli,control-cli,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/control-ui,control-ui,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/deslop,deslop,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/fix-ci,fix-ci,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/fix-merge-conflicts,fix-merge-conflicts,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/get-pr-comments,get-pr-comments,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/loop-on-ci,loop-on-ci,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/make-pr-easy-to-review,make-pr-easy-to-review,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/new-branch-and-pr,new-branch-and-pr,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/pr-review-canvas,pr-review-canvas,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/review-and-ship,review-and-ship,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/run-smoke-tests,run-smoke-tests,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/thermo-nuclear-code-quality-review,thermo-nuclear-code-quality-review,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/verify-this,verify-this,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/weekly-review,weekly-review,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/what-did-i-get-done,what-did-i-get-done,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/workflow-from-chats,workflow-from-chats,plugin:cursor-public/677/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-babysit-pr,ce-babysit-pr,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-brainstorm,ce-brainstorm,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-code-review,ce-code-review,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires scripts/review-scope.py; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-commit,ce-commit,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-commit-push-pr,ce-commit-push-pr,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-compound,ce-compound,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires Subagent; scripts/session-history/discov; scripts/session-history/extrac; scripts/validate-doc-claims.py; scripts/validate-frontmatter.p,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-compound-refresh,ce-compound-refresh,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires Subagent; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-debug,ce-debug,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-doc-review,ce-doc-review,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires Subagent; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-dogfood,ce-dogfood,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires mcp__claude; npx agent-browser; task tool,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-explain,ce-explain,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-handoff,ce-handoff,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-ideate,ce-ideate,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-optimize,ce-optimize,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires scripts/experiment-worktree.sh; scripts/measure.sh; scripts/parallel-probe.sh; subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-plan,ce-plan,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-polish,ce-polish,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires scripts/detect-project-type.sh; scripts/read-launch-json.sh; scripts/resolve-package-manage; scripts/resolve-port.sh,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-pov,ce-pov,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires subagent,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-product-pulse,ce-product-pulse,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires allowed-tools,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-promote,ce-promote,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c/skills/ce-proof,ce-proof,plugin:cursor-public/680/82e6ae04b417bd1331abecbbb2d1c11473f64f5c,exclude,C2 fail: requires allowed-tools,MIT
